WarehouseID,ProductID,QuantityOnHand,ReOrderLevel,LastUpdated
10,29,213,28,2025-11-28
10,30,25,28,2025-10-29
10,31,270,29,2026-05-16
10,32,471,61,2025-06-13
10,33,71,43,2025-10-15
10,34,207,68,2025-11-11
10,35,153,56,2026-05-15
10,36,67,69,2026-04-11
10,37,151,38,2025-07-08
10,38,99,79,2026-02-07
10,39,166,93,2025-12-18
10,40,344,37,2026-05-25
10,41,402,55,2025-10-11
10,42,457,74,2025-10-25
10,43,241,88,2025-08-10
10,44,174,68,2025-07-16
10,45,482,52,2026-04-08
10,46,118,40,2025-11-15
10,47,464,41,2026-01-30
10,48,431,56,2026-01-22
10,49,142,54,2026-01-06
10,50,475,90,2025-06-09
10,51,159,30,2026-03-16
10,52,137,92,2025-08-30
10,53,77,96,2025-07-18
10,54,440,44,2025-12-25
10,55,257,83,2025-06-27
10,56,290,26,2026-03-09
10,57,84,37,2025-08-16
10,58,322,61,2025-08-20
10,59,373,58,2026-04-16
10,60,424,94,2025-09-30
10,61,486,43,2025-07-26
10,62,187,65,2026-04-27
10,63,18,87,2025-06-03
10,64,217,61,2026-04-12
10,65,287,58,2025-07-24
10,66,108,55,2025-07-19
10,67,231,55,2025-09-01
10,68,386,92,2025-08-04
10,69,135,89,2026-01-29
10,70,424,87,2025-06-11
10,71,268,68,2025-06-07
10,72,315,21,2026-03-18
10,73,443,24,2025-08-28
10,74,427,46,2025-09-28
10,75,159,40,2025-08-04
10,76,263,91,2025-06-21
10,77,49,86,2026-02-28
10,78,299,77,2025-12-11
10,79,258,89,2026-03-01
10,80,129,63,2025-11-23
10,81,257,54,2026-03-13
10,82,353,49,2025-12-06
10,83,115,27,2025-07-11
10,84,149,63,2025-12-03
10,85,441,55,2026-05-14
10,86,452,96,2025-06-17
10,87,476,50,2026-03-15
10,88,302,74,2026-04-15
10,89,207,81,2025-12-09
10,90,157,74,2025-11-16
10,91,399,31,2026-05-20
10,92,144,35,2025-06-24
10,93,395,27,2025-11-24
10,94,467,22,2025-10-26
10,95,143,49,2026-02-08
10,96,236,42,2025-11-28
10,97,347,24,2026-04-30
10,98,467,84,2025-06-28
10,99,120,49,2025-07-01
10,100,148,89,2026-01-10
